t	xt
-4.159	2.85619+4.43874i
-4.158	2.88287+4.41894i
-4.157	2.90941+4.39898i
-4.156	2.93582+4.37886i
-4.155	2.96209+4.35858i
-4.154	2.98822+4.33815i
-4.153	3.01421+4.31756i
-4.152	3.04007+4.29682i
-4.151	3.06578+4.27592i
-4.15	3.09135+4.25487i
-4.149	3.11677+4.23367i
-4.148	3.14205+4.21232i
-4.147	3.16719+4.19082i
-4.146	3.19218+4.16917i
-4.145	3.21703+4.14737i
-4.144	3.24173+4.12542i
-4.143	3.26628+4.10333i
-4.142	3.29068+4.08109i
-4.141	3.31493+4.05871i
-4.14	3.33903+4.03619i
-4.139	3.36298+4.01353i
-4.138	3.38677+3.99072i
-4.137	3.41042+3.96777i
-4.136	3.4339+3.94469i
-4.135	3.45724+3.92147i
-4.134	3.48042+3.89811i
-4.133	3.50344+3.87461i
-4.132	3.5263+3.85098i
-4.131	3.54901+3.82722i
-4.13	3.57156+3.80332i
-4.129	3.59395+3.7793i
-4.128	3.61618+3.75514i
-4.127	3.63824+3.73085i
-4.126	3.66015+3.70643i
-4.125	3.68189+3.68189i
-4.124	3.70347+3.65722i
-4.123	3.72489+3.63243i
-4.122	3.74614+3.60751i
-4.121	3.76722+3.58247i
-4.12	3.78814+3.5573i
-4.119	3.80889+3.53202i
-4.118	3.82948+3.50661i
-4.117	3.8499+3.48109i
-4.116	3.87014+3.45545i
-4.115	3.89022+3.42969i
-4.114	3.91013+3.40382i
-4.113	3.92987+3.37783i
-4.112	3.94943+3.35173i
-4.111	3.96883+3.32552i
-4.11	3.98805+3.2992i
-4.109	4.00709+3.27277i
-4.108	4.02597+3.24623i
-4.107	4.04467+3.21958i
-4.106	4.06319+3.19282i
-4.105	4.08154+3.16597i
-4.104	4.09971+3.139i
-4.103	4.1177+3.11194i
-4.102	4.13552+3.08477i
-4.101	4.15316+3.0575i
-4.1	4.17062+3.03013i
-4.099	4.1879+3.00267i
-4.098	4.205+2.9751i
-4.097	4.22192+2.94745i
-4.096	4.23866+2.91969i
-4.095	4.25522+2.89185i
-4.094	4.2716+2.86391i
-4.093	4.28779+2.83588i
-4.092	4.3038+2.80776i
-4.091	4.31963+2.77955i
-4.09	4.33528+2.75125i
-4.089	4.35074+2.72287i
-4.088	4.36601+2.6944i
-4.087	4.3811+2.66585i
-4.086	4.39601+2.63721i
-4.085	4.41073+2.6085i
-4.084	4.42526+2.5797i
-4.083	4.4396+2.55082i
-4.082	4.45376+2.52187i
-4.081	4.46773+2.49284i
-4.08	4.48151+2.46373i
-4.079	4.49511+2.43455i
-4.078	4.50851+2.4053i
-4.077	4.52173+2.37597i
-4.076	4.53475+2.34658i
-4.075	4.54759+2.31711i
-4.074	4.56023+2.28758i
-4.073	4.57268+2.25798i
-4.072	4.58495+2.22831i
-4.071	4.59702+2.19858i
-4.07	4.6089+2.16878i
-4.069	4.62058+2.13893i
-4.068	4.63208+2.10901i
-4.067	4.64338+2.07903i
-4.066	4.65449+2.04899i
-4.065	4.66541+2.0189i
-4.064	4.67613+1.98875i
-4.063	4.68666+1.95855i
-4.062	4.69699+1.92829i
-4.061	4.70713+1.89798i
-4.06	4.71708+1.86762i
-4.059	4.72683+1.83721i
-4.058	4.73638+1.80675i
-4.057	4.74574+1.77625i
-4.056	4.75491+1.7457i
-4.055	4.76387+1.7151i
-4.054	4.77265+1.68446i
-4.053	4.78122+1.65378i
-4.052	4.7896+1.62305i
-4.051	4.79779+1.59229i
-4.05	4.80577+1.56149i
-4.049	4.81356+1.53065i
-4.048	4.82116+1.49978i
-4.047	4.82855+1.46887i
-4.046	4.83575+1.43793i
-4.045	4.84276+1.40695i
-4.044	4.84956+1.37594i
-4.043	4.85617+1.34491i
-4.042	4.86258+1.31384i
-4.041	4.86879+1.28275i
-4.04	4.8748+1.25164i
-4.039	4.88062+1.22049i
-4.038	4.88623+1.18933i
-4.037	4.89165+1.15814i
-4.036	4.89687+1.12693i
-4.035	4.9019+1.0957i
-4.034	4.90672+1.06446i
-4.033	4.91135+1.03319i
-4.032	4.91577+1.00191i
-4.031	4.92+0.970618i
-4.03	4.92404+0.93931i
-4.029	4.92787+0.90799i
-4.028	4.9315+0.876659i
-4.027	4.93494+0.845318i
-4.026	4.93818+0.813969i
-4.025	4.94122+0.782612i
-4.024	4.94406+0.75125i
-4.023	4.9467+0.719883i
-4.022	4.94915+0.688512i
-4.021	4.9514+0.657139i
-4.02	4.95345+0.625766i
-4.019	4.9553+0.594392i
-4.018	4.95695+0.563021i
-4.017	4.95841+0.531651i
-4.016	4.95967+0.500286i
-4.015	4.96073+0.468927i
-4.014	4.96159+0.437573i
-4.013	4.96226+0.406228i
-4.012	4.96272+0.374891i
-4.011	4.963+0.343565i
-4.01	4.96307+0.31225i
-4.009	4.96295+0.280948i
-4.008	4.96263+0.249659i
-4.007	4.96212+0.218386i
-4.006	4.96141+0.187129i
-4.005	4.9605+0.15589i
-4.004	4.9594+0.124669i
-4.003	4.9581+0.093469i
-4.002	4.95661+0.0622898i
-4.001	4.95492+0.0311331i
-4	4.95303-4.85257e-15i
-3.999	4.95095-0.0311082i
-3.998	4.94868-0.0621902i
-3.997	4.94621-0.093245i
-3.996	4.94355-0.124271i
-3.995	4.9407-0.155268i
-3.994	4.93765-0.186233i
-3.993	4.93441-0.217167i
-3.992	4.93097-0.248067i
-3.991	4.92734-0.278932i
-3.99	4.92353-0.309762i
-3.989	4.91951-0.340555i
-3.988	4.91531-0.37131i
-3.987	4.91092-0.402025i
-3.986	4.90633-0.4327i
-3.985	4.90155-0.463333i
-3.984	4.89659-0.493924i
-3.983	4.89143-0.52447i
-3.982	4.88608-0.554971i
-3.981	4.88055-0.585426i
-3.98	4.87482-0.615833i
-3.979	4.86891-0.646192i
-3.978	4.86281-0.6765i
-3.977	4.85652-0.706758i
-3.976	4.85004-0.736963i
-3.975	4.84338-0.767115i
-3.974	4.83653-0.797213i
-3.973	4.82949-0.827255i
-3.972	4.82227-0.85724i
-3.971	4.81486-0.887167i
-3.97	4.80727-0.917035i
-3.969	4.79949-0.946843i
-3.968	4.79153-0.976589i
-3.967	4.78338-1.00627i
-3.966	4.77506-1.03589i
-3.965	4.76655-1.06545i
-3.964	4.75785-1.09494i
-3.963	4.74898-1.12436i
-3.962	4.73993-1.15372i
-3.961	4.73069-1.183i
-3.96	4.72128-1.21222i
-3.959	4.71168-1.24136i
-3.958	4.70191-1.27043i
-3.957	4.69195-1.29943i
-3.956	4.68182-1.32835i
-3.955	4.67152-1.3572i
-3.954	4.66103-1.38597i
-3.953	4.65037-1.41466i
-3.952	4.63954-1.44328i
-3.951	4.62852-1.47181i
-3.95	4.61734-1.50026i
-3.949	4.60598-1.52863i
-3.948	4.59444-1.55692i
-3.947	4.58274-1.58512i
-3.946	4.57086-1.61324i
-3.945	4.55881-1.64127i
-3.944	4.54659-1.66922i
-3.943	4.53419-1.69707i
-3.942	4.52163-1.72484i
-3.941	4.5089-1.75251i
-3.94	4.496-1.78009i
-3.939	4.48294-1.80758i
-3.938	4.4697-1.83498i
-3.937	4.4563-1.86228i
-3.936	4.44274-1.88949i
-3.935	4.429-1.9166i
-3.934	4.41511-1.94361i
-3.933	4.40105-1.97053i
-3.932	4.38683-1.99734i
-3.931	4.37244-2.02406i
-3.93	4.35789-2.05067i
-3.929	4.34318-2.07718i
-3.928	4.32832-2.10358i
-3.927	4.31329-2.12989i
-3.926	4.2981-2.15608i
-3.925	4.28275-2.18217i
-3.924	4.26725-2.20816i
-3.923	4.25159-2.23403i
-3.922	4.23578-2.25979i
-3.921	4.21981-2.28545i
-3.92	4.20368-2.31099i
-3.919	4.1874-2.33643i
-3.918	4.17097-2.36174i
-3.917	4.15439-2.38695i
-3.916	4.13765-2.41204i
-3.915	4.12077-2.43702i
-3.914	4.10373-2.46187i
-3.913	4.08655-2.48661i
-3.912	4.06922-2.51124i
-3.911	4.05174-2.53574i
-3.91	4.03411-2.56012i
-3.909	4.01634-2.58439i
-3.908	3.99842-2.60853i
-3.907	3.98036-2.63254i
-3.906	3.96216-2.65644i
-3.905	3.94381-2.68021i
-3.904	3.92532-2.70385i
-3.903	3.90669-2.72737i
-3.902	3.88792-2.75076i
-3.901	3.86901-2.77403i
-3.9	3.84997-2.79716i
-3.899	3.83078-2.82017i
-3.898	3.81146-2.84305i
-3.897	3.79201-2.86579i
-3.896	3.77242-2.88841i
-3.895	3.75269-2.91089i
-3.894	3.73284-2.93324i
-3.893	3.71285-2.95545i
-3.892	3.69273-2.97753i
-3.891	3.67248-2.99947i
-3.89	3.6521-3.02128i
-3.889	3.63159-3.04295i
-3.888	3.61095-3.06448i
-3.887	3.59019-3.08587i
-3.886	3.5693-3.10713i
-3.885	3.54829-3.12824i
-3.884	3.52715-3.14921i
-3.883	3.5059-3.17004i
-3.882	3.48451-3.19073i
-3.881	3.46301-3.21128i
-3.88	3.44139-3.23168i
-3.879	3.41965-3.25194i
-3.878	3.39779-3.27205i
-3.877	3.37581-3.29202i
-3.876	3.35372-3.31184i
-3.875	3.33151-3.33151i
-3.874	3.30919-3.35104i
-3.873	3.28676-3.37042i
-3.872	3.26421-3.38964i
-3.871	3.24155-3.40872i
-3.87	3.21878-3.42765i
-3.869	3.1959-3.44643i
-3.868	3.17291-3.46506i
-3.867	3.14982-3.48353i
-3.866	3.12662-3.50185i
-3.865	3.10331-3.52002i
-3.864	3.0799-3.53803i
-3.863	3.05639-3.55589i
-3.862	3.03277-3.57359i
-3.861	3.00906-3.59114i
-3.86	2.98524-3.60853i
-3.859	2.96132-3.62577i
-3.858	2.93731-3.64285i
-3.857	2.9132-3.65977i
-3.856	2.88899-3.67653i
-3.855	2.86468-3.69313i
-3.854	2.84029-3.70957i
-3.853	2.8158-3.72585i
-3.852	2.79121-3.74197i
-3.851	2.76654-3.75793i
-3.85	2.74178-3.77373i
-3.849	2.71693-3.78937i
-3.848	2.69199-3.80484i
-3.847	2.66696-3.82015i
-3.846	2.64185-3.8353i
-3.845	2.61665-3.85028i
-3.844	2.59137-3.8651i
-3.843	2.56601-3.87976i
-3.842	2.54056-3.89424i
-3.841	2.51504-3.90857i
-3.84	2.48943-3.92272i
-3.839	2.46375-3.93671i
-3.838	2.43799-3.95053i
-3.837	2.41216-3.96419i
-3.836	2.38625-3.97767i
-3.835	2.36027-3.99099i
-3.834	2.33421-4.00414i
-3.833	2.30808-4.01712i
-3.832	2.28188-4.02993i
-3.831	2.25561-4.04257i
-3.83	2.22928-4.05504i
-3.829	2.20287-4.06734i
-3.828	2.1764-4.07947i
-3.827	2.14987-4.09143i
-3.826	2.12327-4.10321i
-3.825	2.09661-4.11483i
-3.824	2.06988-4.12627i
-3.823	2.0431-4.13754i
-3.822	2.01626-4.14863i
-3.821	1.98935-4.15955i
-3.82	1.9624-4.1703i
-3.819	1.93538-4.18088i
-3.818	1.90831-4.19128i
-3.817	1.88118-4.2015i
-3.816	1.85401-4.21156i
-3.815	1.82678-4.22143i
-3.814	1.7995-4.23114i
-3.813	1.77217-4.24066i
-3.812	1.74479-4.25001i
-3.811	1.71737-4.25919i
-3.81	1.68989-4.26819i
-3.809	1.66238-4.27701i
-3.808	1.63482-4.28565i
-3.807	1.60722-4.29412i
-3.806	1.57957-4.30242i
-3.805	1.55189-4.31053i
-3.804	1.52416-4.31847i
-3.803	1.4964-4.32623i
-3.802	1.4686-4.33381i
-3.801	1.44077-4.34122i
-3.8	1.4129-4.34844i
-3.799	1.38499-4.35549i
-3.798	1.35705-4.36236i
-3.797	1.32909-4.36906i
-3.796	1.30109-4.37557i
-3.795	1.27306-4.38191i
-3.794	1.24501-4.38806i
-3.793	1.21692-4.39404i
-3.792	1.18882-4.39984i
-3.791	1.16068-4.40546i
-3.79	1.13253-4.4109i
-3.789	1.10435-4.41616i
-3.788	1.07615-4.42125i
-3.787	1.04793-4.42615i
-3.786	1.01969-4.43087i
-3.785	0.991434-4.43542i
-3.784	0.96316-4.43978i
-3.783	0.934871-4.44397i
-3.782	0.906568-4.44798i
-3.781	0.878252-4.4518i
-3.78	0.849923-4.45545i
-3.779	0.821583-4.45892i
-3.778	0.793234-4.46221i
-3.777	0.764875-4.46532i
-3.776	0.736509-4.46825i
-3.775	0.708137-4.471i
-3.774	0.679759-4.47357i
-3.773	0.651377-4.47596i
-3.772	0.622992-4.47818i
-3.771	0.594604-4.48021i
-3.77	0.566216-4.48206i
-3.769	0.537828-4.48374i
-3.768	0.509442-4.48523i
-3.767	0.481058-4.48655i
-3.766	0.452678-4.48769i
-3.765	0.424302-4.48865i
-3.764	0.395933-4.48943i
-3.763	0.36757-4.49003i
-3.762	0.339216-4.49046i
-3.761	0.31087-4.4907i
-3.76	0.282535-4.49077i
-3.759	0.254212-4.49066i
-3.758	0.225901-4.49037i
-3.757	0.197604-4.48991i
-3.756	0.169322-4.48927i
-3.755	0.141055-4.48845i
-3.754	0.112806-4.48745i
-3.753	0.0845743-4.48627i
-3.752	0.0563622-4.48492i
-3.751	0.0281704-4.48339i
-3.75	-1.20774e-14-4.48169i
-3.749	-0.0281478-4.47981i
-3.748	-0.056272-4.47775i
-3.747	-0.0843715-4.47552i
-3.746	-0.112445-4.47311i
-3.745	-0.140492-4.47053i
-3.744	-0.168511-4.46777i
-3.743	-0.1965-4.46484i
-3.742	-0.22446-4.46173i
-3.741	-0.252388-4.45845i
-3.74	-0.280284-4.45499i
-3.739	-0.308147-4.45136i
-3.738	-0.335975-4.44756i
-3.737	-0.363767-4.44358i
-3.736	-0.391523-4.43943i
-3.735	-0.419241-4.43511i
-3.734	-0.446921-4.43061i
-3.733	-0.47456-4.42595i
-3.732	-0.502159-4.42111i
-3.731	-0.529715-4.4161i
-3.73	-0.557229-4.41092i
-3.729	-0.584698-4.40557i
-3.728	-0.612123-4.40005i
-3.727	-0.639501-4.39436i
-3.726	-0.666832-4.3885i
-3.725	-0.694115-4.38247i
-3.724	-0.721348-4.37627i
-3.723	-0.748531-4.3699i
-3.722	-0.775663-4.36337i
-3.721	-0.802742-4.35666i
-3.72	-0.829768-4.34979i
-3.719	-0.856739-4.34276i
-3.718	-0.883655-4.33555i
-3.717	-0.910514-4.32818i
-3.716	-0.937315-4.32065i
-3.715	-0.964058-4.31295i
-3.714	-0.990742-4.30508i
-3.713	-1.01736-4.29706i
-3.712	-1.04393-4.28886i
-3.711	-1.07042-4.28051i
-3.71	-1.09686-4.27199i
-3.709	-1.12323-4.26331i
-3.708	-1.14954-4.25446i
-3.707	-1.17577-4.24546i
-3.706	-1.20194-4.23629i
-3.705	-1.22805-4.22696i
-3.704	-1.25408-4.21748i
-3.703	-1.28004-4.20783i
-3.702	-1.30593-4.19803i
-3.701	-1.33175-4.18806i
-3.7	-1.35749-4.17794i
-3.699	-1.38317-4.16766i
-3.698	-1.40876-4.15722i
-3.697	-1.43428-4.14663i
-3.696	-1.45972-4.13588i
-3.695	-1.48508-4.12498i
-3.694	-1.51037-4.11392i
-3.693	-1.53557-4.10271i
-3.692	-1.5607-4.09134i
-3.691	-1.58574-4.07982i
-3.69	-1.6107-4.06815i
-3.689	-1.63557-4.05633i
-3.688	-1.66036-4.04435i
-3.687	-1.68506-4.03223i
-3.686	-1.70968-4.01995i
-3.685	-1.73421-4.00753i
-3.684	-1.75865-3.99496i
-3.683	-1.78301-3.98223i
-3.682	-1.80727-3.96936i
-3.681	-1.83144-3.95635i
-3.68	-1.85552-3.94318i
-3.679	-1.87951-3.92988i
-3.678	-1.9034-3.91642i
-3.677	-1.9272-3.90282i
-3.676	-1.9509-3.88908i
-3.675	-1.97451-3.8752i
-3.674	-1.99802-3.86117i
-3.673	-2.02143-3.847i
-3.672	-2.04475-3.83269i
-3.671	-2.06796-3.81824i
-3.67	-2.09107-3.80365i
-3.669	-2.11409-3.78892i
-3.668	-2.137-3.77405i
-3.667	-2.1598-3.75905i
-3.666	-2.1825-3.7439i
-3.665	-2.2051-3.72863i
-3.664	-2.2276-3.71321i
-3.663	-2.24998-3.69766i
-3.662	-2.27226-3.68198i
-3.661	-2.29443-3.66616i
-3.66	-2.3165-3.65021i
-3.659	-2.33845-3.63413i
-3.658	-2.36029-3.61792i
-3.657	-2.38203-3.60158i
-3.656	-2.40365-3.58511i
-3.655	-2.42515-3.56851i
-3.654	-2.44655-3.55178i
-3.653	-2.46783-3.53492i
-3.652	-2.489-3.51794i
-3.651	-2.51005-3.50083i
-3.65	-2.53098-3.48359i
-3.649	-2.5518-3.46624i
-3.648	-2.5725-3.44875i
-3.647	-2.59308-3.43115i
-3.646	-2.61354-3.41342i
-3.645	-2.63388-3.39558i
-3.644	-2.6541-3.37761i
-3.643	-2.6742-3.35952i
-3.642	-2.69418-3.34132i
-3.641	-2.71403-3.32299i
-3.64	-2.73376-3.30455i
-3.639	-2.75337-3.286i
-3.638	-2.77286-3.26733i
-3.637	-2.79221-3.24854i
-3.636	-2.81144-3.22964i
-3.635	-2.83055-3.21063i
-3.634	-2.84952-3.1915i
-3.633	-2.86837-3.17227i
-3.632	-2.88709-3.15292i
-3.631	-2.90568-3.13346i
-3.63	-2.92415-3.1139i
-3.629	-2.94248-3.09423i
-3.628	-2.96067-3.07445i
-3.627	-2.97874-3.05456i
-3.626	-2.99668-3.03457i
-3.625	-3.01448-3.01448i
-3.624	-3.03214-2.99428i
-3.623	-3.04968-2.97398i
-3.622	-3.06708-2.95358i
-3.621	-3.08434-2.93307i
-3.62	-3.10147-2.91247i
-3.619	-3.11846-2.89177i
-3.618	-3.13531-2.87097i
-3.617	-3.15203-2.85007i
-3.616	-3.1686-2.82908i
-3.615	-3.18504-2.80799i
-3.614	-3.20134-2.78681i
-3.613	-3.2175-2.76554i
-3.612	-3.23352-2.74417i
-3.611	-3.2494-2.72271i
-3.61	-3.26514-2.70116i
-3.609	-3.28073-2.67952i
-3.608	-3.29618-2.65779i
-3.607	-3.31149-2.63597i
-3.606	-3.32666-2.61406i
-3.605	-3.34168-2.59207i
-3.604	-3.35656-2.57i
-3.603	-3.37129-2.54784i
-3.602	-3.38588-2.52559i
-3.601	-3.40032-2.50327i
-3.6	-3.41461-2.48086i
-3.599	-3.42876-2.45838i
-3.598	-3.44276-2.43581i
-3.597	-3.45662-2.41316i
-3.596	-3.47032-2.39044i
-3.595	-3.48388-2.36764i
-3.594	-3.49729-2.34477i
-3.593	-3.51055-2.32182i
-3.592	-3.52366-2.2988i
-3.591	-3.53662-2.2757i
-3.59	-3.54943-2.25253i
-3.589	-3.56208-2.2293i
-3.588	-3.57459-2.20599i
-3.587	-3.58694-2.18261i
-3.586	-3.59915-2.15917i
-3.585	-3.6112-2.13566i
-3.584	-3.6231-2.11208i
-3.583	-3.63484-2.08844i
-3.582	-3.64643-2.06473i
-3.581	-3.65787-2.04096i
-3.58	-3.66915-2.01713i
-3.579	-3.68028-1.99324i
-3.578	-3.69126-1.96929i
-3.577	-3.70208-1.94528i
-3.576	-3.71274-1.92121i
-3.575	-3.72325-1.89709i
-3.574	-3.7336-1.87291i
-3.573	-3.7438-1.84867i
-3.572	-3.75384-1.82438i
-3.571	-3.76372-1.80004i
-3.57	-3.77345-1.77565i
-3.569	-3.78301-1.7512i
-3.568	-3.79243-1.72671i
-3.567	-3.80168-1.70217i
-3.566	-3.81077-1.67757i
-3.565	-3.81971-1.65294i
-3.564	-3.82849-1.62825i
-3.563	-3.83711-1.60352i
-3.562	-3.84557-1.57875i
-3.561	-3.85387-1.55394i
-3.56	-3.86201-1.52908i
-3.559	-3.87-1.50418i
-3.558	-3.87782-1.47924i
-3.557	-3.88548-1.45427i
-3.556	-3.89299-1.42926i
-3.555	-3.90033-1.40421i
-3.554	-3.90751-1.37912i
-3.553	-3.91453-1.354i
-3.552	-3.9214-1.32885i
-3.551	-3.9281-1.30366i
-3.55	-3.93464-1.27844i
-3.549	-3.94101-1.25319i
-3.548	-3.94723-1.22791i
-3.547	-3.95329-1.20261i
-3.546	-3.95918-1.17727i
-3.545	-3.96491-1.15191i
-3.544	-3.97048-1.12653i
-3.543	-3.97589-1.10112i
-3.542	-3.98114-1.07569i
-3.541	-3.98623-1.05023i
-3.54	-3.99115-1.02475i
-3.539	-3.99591-0.999256i
-3.538	-4.00051-0.97374i
-3.537	-4.00495-0.948205i
-3.536	-4.00922-0.922654i
-3.535	-4.01333-0.897086i
-3.534	-4.01728-0.871503i
-3.533	-4.02107-0.845907i
-3.532	-4.0247-0.820297i
-3.531	-4.02816-0.794675i
-3.53	-4.03146-0.769042i
-3.529	-4.0346-0.743399i
-3.528	-4.03757-0.717747i
-3.527	-4.04039-0.692088i
-3.526	-4.04304-0.666421i
-3.525	-4.04553-0.640749i
-3.524	-4.04785-0.615071i
-3.523	-4.05002-0.58939i
-3.522	-4.05202-0.563706i
-3.521	-4.05386-0.53802i
-3.52	-4.05554-0.512334i
-3.519	-4.05705-0.486647i
-3.518	-4.05841-0.460962i
-3.517	-4.0596-0.435279i
-3.516	-4.06063-0.4096i
-3.515	-4.0615-0.383925i
-3.514	-4.06221-0.358255i
-3.513	-4.06275-0.332591i
-3.512	-4.06314-0.306935i
-3.511	-4.06336-0.281287i
-3.51	-4.06342-0.255649i
-3.509	-4.06332-0.230021i
-3.508	-4.06306-0.204404i
-3.507	-4.06264-0.178799i
-3.506	-4.06206-0.153208i
-3.505	-4.06131-0.127632i
-3.504	-4.06041-0.102071i
-3.503	-4.05935-0.076526i
-3.502	-4.05812-0.0509986i
-3.501	-4.05674-0.0254896i
-3.5	-4.0552+3.47633e-15i
-3.499	-4.0535+0.0254692i
-3.498	-4.05164+0.0509171i
-3.497	-4.04962+0.0763425i
-3.496	-4.04744+0.101745i
-3.495	-4.0451+0.127122i
-3.494	-4.0426+0.152475i
-3.493	-4.03995+0.177801i
-3.492	-4.03714+0.2031i
-3.491	-4.03417+0.22837i
-3.49	-4.03104+0.253612i
-3.489	-4.02776+0.278823i
-3.488	-4.02432+0.304003i
-3.487	-4.02072+0.32915i
-3.486	-4.01696+0.354265i
-3.485	-4.01305+0.379345i
-3.484	-4.00899+0.40439i
-3.483	-4.00476+0.4294i
-3.482	-4.00039+0.454372i
-3.481	-3.99585+0.479306i
-3.48	-3.99117+0.504202i
-3.479	-3.98632+0.529057i
-3.478	-3.98133+0.553872i
-3.477	-3.97618+0.578644i
-3.476	-3.97088+0.603375i
-3.475	-3.96542+0.628061i
-3.474	-3.95981+0.652703i
-3.473	-3.95405+0.677299i
-3.472	-3.94814+0.701849i
-3.471	-3.94207+0.726351i
-3.47	-3.93586+0.750805i
-3.469	-3.92949+0.775209i
-3.468	-3.92297+0.799564i
-3.467	-3.9163+0.823867i
-3.466	-3.90949+0.848118i
-3.465	-3.90252+0.872316i
-3.464	-3.8954+0.89646i
-3.463	-3.88814+0.92055i
-3.462	-3.88072+0.944583i
-3.461	-3.87316+0.96856i
-3.46	-3.86545+0.99248i
-3.459	-3.8576+1.01634i
-3.458	-3.8496+1.04014i
-3.457	-3.84145+1.06388i
-3.456	-3.83315+1.08756i
-3.455	-3.82471+1.11118i
-3.454	-3.81613+1.13474i
-3.453	-3.8074+1.15823i
-3.452	-3.79853+1.18166i
-3.451	-3.78951+1.20502i
-3.45	-3.78036+1.22831i
-3.449	-3.77106+1.25154i
-3.448	-3.76161+1.2747i
-3.447	-3.75203+1.29779i
-3.446	-3.7423+1.32081i
-3.445	-3.73244+1.34376i
-3.444	-3.72243+1.36664i
-3.443	-3.71228+1.38944i
-3.442	-3.702+1.41218i
-3.441	-3.69158+1.43483i
-3.44	-3.68102+1.45742i
-3.439	-3.67032+1.47993i
-3.438	-3.65948+1.50236i
-3.437	-3.64851+1.52471i
-3.436	-3.6374+1.54698i
-3.435	-3.62616+1.56918i
-3.434	-3.61478+1.5913i
-3.433	-3.60327+1.61333i
-3.432	-3.59163+1.63529i
-3.431	-3.57985+1.65716i
-3.43	-3.56794+1.67895i
-3.429	-3.5559+1.70065i
-3.428	-3.54373+1.72227i
-3.427	-3.53142+1.7438i
-3.426	-3.51899+1.76525i
-3.425	-3.50642+1.78661i
-3.424	-3.49373+1.80788i
-3.423	-3.48091+1.82907i
-3.422	-3.46796+1.85016i
-3.421	-3.45489+1.87117i
-3.42	-3.44168+1.89208i
-3.419	-3.42836+1.9129i
-3.418	-3.4149+1.93363i
-3.417	-3.40133+1.95427i
-3.416	-3.38762+1.97481i
-3.415	-3.3738+1.99526i
-3.414	-3.35985+2.01561i
-3.413	-3.34578+2.03587i
-3.412	-3.33159+2.05603i
-3.411	-3.31728+2.07609i
-3.41	-3.30285+2.09605i
-3.409	-3.2883+2.11592i
-3.408	-3.27363+2.13568i
-3.407	-3.25884+2.15535i
-3.406	-3.24394+2.17491i
-3.405	-3.22892+2.19437i
-3.404	-3.21378+2.21373i
-3.403	-3.19853+2.23298i
-3.402	-3.18316+2.25214i
-3.401	-3.16768+2.27118i
-3.4	-3.15209+2.29012i
-3.399	-3.13638+2.30896i
-3.398	-3.12056+2.32769i
-3.397	-3.10463+2.34631i
-3.396	-3.08859+2.36483i
-3.395	-3.07245+2.38323i
-3.394	-3.05619+2.40153i
-3.393	-3.03982+2.41972i
-3.392	-3.02335+2.43779i
-3.391	-3.00677+2.45576i
-3.39	-2.99008+2.47361i
-3.389	-2.97329+2.49135i
-3.388	-2.9564+2.50898i
-3.387	-2.9394+2.5265i
-3.386	-2.9223+2.5439i
-3.385	-2.90509+2.56119i
-3.384	-2.88779+2.57836i
-3.383	-2.87038+2.59541i
-3.382	-2.85288+2.61235i
-3.381	-2.83527+2.62917i
-3.38	-2.81757+2.64588i
-3.379	-2.79977+2.66246i
-3.378	-2.78187+2.67893i
-3.377	-2.76388+2.69528i
-3.376	-2.74579+2.7115i
-3.375	-2.72761+2.72761i
-3.374	-2.70934+2.7436i
-3.373	-2.69097+2.75946i
-3.372	-2.67251+2.77521i
-3.371	-2.65396+2.79083i
-3.37	-2.63531+2.80632i
-3.369	-2.61658+2.8217i
-3.368	-2.59776+2.83695i
-3.367	-2.57885+2.85207i
-3.366	-2.55986+2.86707i
-3.365	-2.54078+2.88195i
-3.364	-2.52161+2.89669i
-3.363	-2.50236+2.91132i
-3.362	-2.48302+2.92581i
-3.361	-2.46361+2.94018i
-3.36	-2.44411+2.95442i
-3.359	-2.42453+2.96853i
-3.358	-2.40486+2.98251i
-3.357	-2.38512+2.99636i
-3.356	-2.3653+3.01009i
-3.355	-2.3454+3.02368i
-3.354	-2.32543+3.03714i
-3.353	-2.30538+3.05047i
-3.352	-2.28525+3.06367i
-3.351	-2.26505+3.07674i
-3.35	-2.24478+3.08967i
-3.349	-2.22443+3.10247i
-3.348	-2.20401+3.11514i
-3.347	-2.18352+3.12768i
-3.346	-2.16296+3.14008i
-3.345	-2.14233+3.15235i
-3.344	-2.12163+3.16448i
-3.343	-2.10087+3.17648i
-3.342	-2.08004+3.18834i
-3.341	-2.05914+3.20006i
-3.34	-2.03818+3.21165i
-3.339	-2.01715+3.22311i
-3.338	-1.99606+3.23442i
-3.337	-1.97491+3.2456i
-3.336	-1.9537+3.25664i
-3.335	-1.93242+3.26755i
-3.334	-1.91109+3.27831i
-3.333	-1.8897+3.28894i
-3.332	-1.86825+3.29943i
-3.331	-1.84674+3.30978i
-3.33	-1.82518+3.31999i
-3.329	-1.80356+3.33006i
-3.328	-1.78189+3.33999i
-3.327	-1.76016+3.34978i
-3.326	-1.73839+3.35943i
-3.325	-1.71656+3.36893i
-3.324	-1.69468+3.3783i
-3.323	-1.67275+3.38753i
-3.322	-1.65077+3.39661i
-3.321	-1.62875+3.40555i
-3.32	-1.60667+3.41435i
-3.319	-1.58455+3.42301i
-3.318	-1.56239+3.43153i
-3.317	-1.54018+3.4399i
-3.316	-1.51793+3.44813i
-3.315	-1.49564+3.45622i
-3.314	-1.4733+3.46416i
-3.313	-1.45093+3.47196i
