t	xt
-0.366	-0.771015+0.863546i
-0.365	-0.765268+0.868026i
-0.364	-0.759495+0.872468i
-0.363	-0.753696+0.876872i
-0.362	-0.747873+0.881237i
-0.361	-0.742024+0.885565i
-0.36	-0.736151+0.889853i
-0.359	-0.730253+0.894104i
-0.358	-0.724331+0.898315i
-0.357	-0.718385+0.902487i
-0.356	-0.712415+0.90662i
-0.355	-0.706422+0.910714i
-0.354	-0.700406+0.914769i
-0.353	-0.694367+0.918784i
-0.352	-0.688305+0.922759i
-0.351	-0.682221+0.926695i
-0.35	-0.676114+0.930591i
-0.349	-0.669986+0.934447i
-0.348	-0.663835+0.938263i
-0.347	-0.657664+0.942038i
-0.346	-0.651471+0.945774i
-0.345	-0.645258+0.949468i
-0.344	-0.639024+0.953122i
-0.343	-0.63277+0.956736i
-0.342	-0.626495+0.960309i
-0.341	-0.620201+0.96384i
-0.34	-0.613887+0.967331i
-0.339	-0.607554+0.970781i
-0.338	-0.601202+0.974189i
-0.337	-0.594831+0.977556i
-0.336	-0.588442+0.980882i
-0.335	-0.582034+0.984166i
-0.334	-0.575609+0.987409i
-0.333	-0.569166+0.99061i
-0.332	-0.562705+0.993769i
-0.331	-0.556228+0.996886i
-0.33	-0.549733+0.999961i
-0.329	-0.543222+1.00299i
-0.328	-0.536695+1.00598i
-0.327	-0.530151+1.00893i
-0.326	-0.523592+1.01184i
-0.325	-0.517017+1.0147i
-0.324	-0.510427+1.01752i
-0.323	-0.503822+1.0203i
-0.322	-0.497203+1.02304i
-0.321	-0.490569+1.02573i
-0.32	-0.483921+1.02838i
-0.319	-0.477259+1.03099i
-0.318	-0.470583+1.03356i
-0.317	-0.463894+1.03608i
-0.316	-0.457192+1.03856i
-0.315	-0.450478+1.04099i
-0.314	-0.443751+1.04339i
-0.313	-0.437011+1.04573i
-0.312	-0.43026+1.04804i
-0.311	-0.423497+1.0503i
-0.31	-0.416723+1.05252i
-0.309	-0.409937+1.0547i
-0.308	-0.403141+1.05683i
-0.307	-0.396335+1.05892i
-0.306	-0.389518+1.06096i
-0.305	-0.382691+1.06296i
-0.304	-0.375854+1.06492i
-0.303	-0.369008+1.06684i
-0.302	-0.362153+1.0687i
-0.301	-0.355288+1.07053i
-0.3	-0.348416+1.07231i
-0.299	-0.341535+1.07405i
-0.298	-0.334646+1.07575i
-0.297	-0.327749+1.0774i
-0.296	-0.320845+1.079i
-0.295	-0.313933+1.08056i
-0.294	-0.307015+1.08208i
-0.293	-0.30009+1.08356i
-0.292	-0.293158+1.08499i
-0.291	-0.286221+1.08637i
-0.29	-0.279278+1.08771i
-0.289	-0.272329+1.08901i
-0.288	-0.265375+1.09027i
-0.287	-0.258416+1.09148i
-0.286	-0.251452+1.09264i
-0.285	-0.244485+1.09376i
-0.284	-0.237512+1.09484i
-0.283	-0.230536+1.09587i
-0.282	-0.223557+1.09686i
-0.281	-0.216574+1.0978i
-0.28	-0.209588+1.0987i
-0.279	-0.2026+1.09956i
-0.278	-0.195609+1.10037i
-0.277	-0.188616+1.10113i
-0.276	-0.181621+1.10186i
-0.275	-0.174624+1.10253i
-0.274	-0.167626+1.10317i
-0.273	-0.160628+1.10376i
-0.272	-0.153628+1.1043i
-0.271	-0.146628+1.10481i
-0.27	-0.139627+1.10526i
-0.269	-0.132627+1.10568i
-0.268	-0.125627+1.10605i
-0.267	-0.118627+1.10637i
-0.266	-0.111629+1.10665i
-0.265	-0.104632+1.10689i
-0.264	-0.0976358+1.10708i
-0.263	-0.0906417+1.10723i
-0.262	-0.0836496+1.10733i
-0.261	-0.0766597+1.10739i
-0.26	-0.0696724+1.10741i
-0.259	-0.0626879+1.10738i
-0.258	-0.0557065+1.10731i
-0.257	-0.0487285+1.1072i
-0.256	-0.0417542+1.10704i
-0.255	-0.0347838+1.10684i
-0.254	-0.0278175+1.10659i
-0.253	-0.0208558+1.1063i
-0.252	-0.0138987+1.10597i
-0.251	-0.00694673+1.10559i
-0.25	6.76722e-17+1.10517i
-0.249	0.00694117+1.10471i
-0.248	0.0138765+1.1042i
-0.247	0.0208058+1.10365i
-0.246	0.0277286+1.10306i
-0.245	0.0346449+1.10242i
-0.244	0.0415542+1.10174i
-0.243	0.0484564+1.10101i
-0.242	0.0553512+1.10025i
-0.241	0.0622382+1.09944i
-0.24	0.0691172+1.09859i
-0.239	0.075988+1.09769i
-0.238	0.0828504+1.09675i
-0.237	0.0897039+1.09577i
-0.236	0.0965484+1.09475i
-0.235	0.103384+1.09368i
-0.234	0.110209+1.09258i
-0.233	0.117025+1.09143i
-0.232	0.123831+1.09023i
-0.231	0.130626+1.089i
-0.23	0.137411+1.08772i
-0.229	0.144185+1.0864i
-0.228	0.150948+1.08504i
-0.227	0.157699+1.08364i
-0.226	0.164439+1.08219i
-0.225	0.171167+1.0807i
-0.224	0.177882+1.07917i
-0.223	0.184585+1.0776i
-0.222	0.191276+1.07599i
-0.221	0.197954+1.07434i
-0.22	0.204618+1.07265i
-0.219	0.211269+1.07091i
-0.218	0.217907+1.06913i
-0.217	0.22453+1.06732i
-0.216	0.231139+1.06546i
-0.215	0.237734+1.06356i
-0.214	0.244314+1.06162i
-0.213	0.250879+1.05964i
-0.212	0.257429+1.05762i
-0.211	0.263963+1.05556i
-0.21	0.270482+1.05346i
-0.209	0.276985+1.05132i
-0.208	0.283472+1.04914i
-0.207	0.289942+1.04692i
-0.206	0.296396+1.04466i
-0.205	0.302833+1.04236i
-0.204	0.309252+1.04002i
-0.203	0.315654+1.03764i
-0.202	0.322039+1.03522i
-0.201	0.328406+1.03276i
-0.2	0.334754+1.03027i
-0.199	0.341084+1.02773i
-0.198	0.347396+1.02516i
-0.197	0.353689+1.02255i
-0.196	0.359963+1.0199i
-0.195	0.366217+1.01721i
-0.194	0.372452+1.01448i
-0.193	0.378668+1.01172i
-0.192	0.384863+1.00891i
-0.191	0.391038+1.00607i
-0.19	0.397193+1.00319i
-0.189	0.403327+1.00028i
-0.188	0.40944+0.997326i
-0.187	0.415532+0.994335i
-0.186	0.421602+0.991308i
-0.185	0.427652+0.988244i
-0.184	0.433679+0.985144i
-0.183	0.439684+0.982007i
-0.182	0.445667+0.978833i
-0.181	0.451628+0.975623i
-0.18	0.457566+0.972377i
-0.179	0.463481+0.969095i
-0.178	0.469373+0.965778i
-0.177	0.475242+0.962424i
-0.176	0.481087+0.959036i
-0.175	0.486909+0.955612i
-0.174	0.492706+0.952153i
-0.173	0.498479+0.948659i
-0.172	0.504228+0.94513i
-0.171	0.509953+0.941566i
-0.17	0.515652+0.937968i
-0.169	0.521327+0.934336i
-0.168	0.526977+0.93067i
-0.167	0.532601+0.926969i
-0.166	0.538199+0.923235i
-0.165	0.543772+0.919468i
-0.164	0.549318+0.915667i
-0.163	0.554839+0.911832i
-0.162	0.560333+0.907965i
-0.161	0.5658+0.904065i
-0.16	0.571241+0.900132i
-0.159	0.576655+0.896166i
-0.158	0.582041+0.892168i
-0.157	0.5874+0.888138i
-0.156	0.592732+0.884076i
-0.155	0.598036+0.879983i
-0.154	0.603311+0.875857i
-0.153	0.608559+0.871701i
-0.152	0.613779+0.867513i
-0.151	0.61897+0.863294i
-0.15	0.624132+0.859044i
-0.149	0.629265+0.854763i
-0.148	0.63437+0.850452i
-0.147	0.639445+0.846111i
-0.146	0.644491+0.84174i
-0.145	0.649507+0.837339i
-0.144	0.654493+0.832908i
-0.143	0.65945+0.828448i
-0.142	0.664376+0.823959i
-0.141	0.669272+0.81944i
-0.14	0.674138+0.814893i
-0.139	0.678973+0.810317i
-0.138	0.683778+0.805713i
-0.137	0.688551+0.80108i
-0.136	0.693293+0.796419i
-0.135	0.698004+0.791731i
-0.134	0.702684+0.787015i
-0.133	0.707332+0.782271i
-0.132	0.711949+0.7775i
-0.131	0.716533+0.772702i
-0.13	0.721085+0.767878i
-0.129	0.725605+0.763027i
-0.128	0.730093+0.758149i
-0.127	0.734549+0.753246i
-0.126	0.738971+0.748316i
-0.125	0.743361+0.743361i
-0.124	0.747718+0.73838i
-0.123	0.752041+0.733374i
-0.122	0.756332+0.728343i
-0.121	0.760589+0.723287i
-0.12	0.764812+0.718207i
-0.119	0.769002+0.713102i
-0.118	0.773158+0.707973i
-0.117	0.77728+0.70282i
-0.116	0.781368+0.697643i
-0.115	0.785422+0.692443i
-0.114	0.789441+0.687219i
-0.113	0.793426+0.681973i
-0.112	0.797377+0.676703i
-0.111	0.801292+0.671411i
-0.11	0.805173+0.666097i
-0.109	0.809018+0.66076i
-0.108	0.812829+0.655402i
-0.107	0.816604+0.650022i
-0.106	0.820344+0.64462i
-0.105	0.824048+0.639197i
-0.104	0.827717+0.633754i
-0.103	0.83135+0.628289i
-0.102	0.834947+0.622804i
-0.101	0.838508+0.617299i
-0.1	0.842034+0.611773i
-0.099	0.845523+0.606228i
-0.098	0.848975+0.600663i
-0.097	0.852392+0.595079i
-0.096	0.855771+0.589476i
-0.095	0.859114+0.583854i
-0.094	0.862421+0.578213i
-0.093	0.86569+0.572554i
-0.092	0.868923+0.566876i
-0.091	0.872119+0.561181i
-0.09	0.875277+0.555468i
-0.089	0.878399+0.549738i
-0.088	0.881483+0.54399i
-0.087	0.88453+0.538225i
-0.086	0.887539+0.532444i
-0.085	0.89051+0.526646i
-0.084	0.893444+0.520832i
-0.083	0.896341+0.515002i
-0.082	0.899199+0.509157i
-0.081	0.90202+0.503296i
-0.08	0.904802+0.497419i
-0.079	0.907546+0.491528i
-0.078	0.910253+0.485621i
-0.077	0.912921+0.479701i
-0.076	0.91555+0.473766i
-0.075	0.918142+0.467817i
-0.074	0.920695+0.461854i
-0.073	0.923209+0.455877i
-0.072	0.925685+0.449888i
-0.071	0.928122+0.443885i
-0.07	0.93052+0.43787i
-0.069	0.93288+0.431842i
-0.068	0.935201+0.425801i
-0.067	0.937482+0.419749i
-0.066	0.939725+0.413685i
-0.065	0.941929+0.407609i
-0.064	0.944094+0.401522i
-0.063	0.94622+0.395424i
-0.062	0.948306+0.389315i
-0.061	0.950353+0.383196i
-0.06	0.952361+0.377066i
-0.059	0.95433+0.370927i
-0.058	0.956259+0.364777i
-0.057	0.958149+0.358618i
-0.056	0.959999+0.35245i
-0.055	0.96181+0.346273i
-0.054	0.963581+0.340087i
-0.053	0.965312+0.333892i
-0.052	0.967004+0.327689i
-0.051	0.968657+0.321478i
-0.05	0.970269+0.31526i
-0.049	0.971842+0.309033i
-0.048	0.973375+0.3028i
-0.047	0.974868+0.296559i
-0.046	0.976322+0.290312i
-0.045	0.977735+0.284058i
-0.044	0.979109+0.277798i
-0.043	0.980443+0.271532i
-0.042	0.981737+0.265261i
-0.041	0.982991+0.258983i
-0.04	0.984205+0.252701i
-0.039	0.985379+0.246413i
-0.038	0.986513+0.240121i
-0.037	0.987607+0.233825i
-0.036	0.988662+0.227524i
-0.035	0.989676+0.221219i
-0.034	0.99065+0.21491i
-0.033	0.991584+0.208598i
-0.032	0.992478+0.202283i
-0.031	0.993332+0.195964i
-0.03	0.994146+0.189643i
-0.029	0.99492+0.18332i
-0.028	0.995653+0.176994i
-0.027	0.996347+0.170667i
-0.026	0.997001+0.164337i
-0.025	0.997615+0.158007i
-0.024	0.998189+0.151675i
-0.023	0.998722+0.145342i
-0.022	0.999216+0.139008i
-0.021	0.99967+0.132674i
-0.02	1.00008+0.12634i
-0.019	1.00046+0.120006i
-0.018	1.00079+0.113672i
-0.017	1.00109+0.107339i
-0.016	1.00134+0.101006i
-0.015	1.00155+0.0946747i
-0.014	1.00173+0.0883445i
-0.013	1.00186+0.082016i
-0.012	1.00196+0.0756892i
-0.011	1.00201+0.0693646i
-0.01	1.00203+0.0630422i
-0.009	1.002+0.0567224i
-0.008	1.00194+0.0504054i
-0.007	1.00183+0.0440914i
-0.006	1.00169+0.0377807i
-0.005	1.00151+0.0314736i
-0.004	1.00128+0.0251703i
-0.003	1.00102+0.0188711i
-0.002	1.00072+0.0125761i
-0.001	1.00038+0.00628566i
0	1
0.001	0.99958-0.00628063i
0.002	0.999121-0.012556i
0.003	0.998623-0.0188258i
0.004	0.998086-0.0250899i
0.005	0.99751-0.031348i
0.006	0.996894-0.0375998i
0.007	0.99624-0.0438452i
0.008	0.995546-0.0500838i
0.009	0.994814-0.0563154i
0.01	0.994043-0.0625399i
0.011	0.993233-0.0687568i
0.012	0.992384-0.0749661i
0.013	0.991497-0.0811674i
0.014	0.990571-0.0873606i
0.015	0.989606-0.0935454i
0.016	0.988604-0.0997215i
0.017	0.987562-0.105889i
0.018	0.986483-0.112047i
0.019	0.985365-0.118195i
0.02	0.984209-0.124335i
0.021	0.983016-0.130464i
0.022	0.981784-0.136583i
0.023	0.980514-0.142692i
0.024	0.979206-0.14879i
0.025	0.977861-0.154878i
0.026	0.976478-0.160955i
0.027	0.975057-0.16702i
0.028	0.973599-0.173074i
0.029	0.972103-0.179116i
0.03	0.97057-0.185146i
0.031	0.969-0.191164i
0.032	0.967393-0.19717i
0.033	0.965749-0.203163i
0.034	0.964067-0.209143i
0.035	0.962349-0.215111i
0.036	0.960594-0.221064i
0.037	0.958803-0.227005i
0.038	0.956975-0.232931i
0.039	0.95511-0.238844i
0.04	0.953209-0.244743i
0.041	0.951272-0.250627i
0.042	0.949299-0.256496i
0.043	0.947289-0.262351i
0.044	0.945244-0.26819i
0.045	0.943163-0.274014i
0.046	0.941046-0.279823i
0.047	0.938894-0.285616i
0.048	0.936706-0.291393i
0.049	0.934483-0.297154i
0.05	0.932224-0.302898i
0.051	0.929931-0.308626i
0.052	0.927602-0.314337i
0.053	0.925239-0.320031i
0.054	0.92284-0.325708i
0.055	0.920407-0.331367i
0.056	0.91794-0.337009i
0.057	0.915438-0.342633i
0.058	0.912902-0.348238i
0.059	0.910332-0.353826i
0.06	0.907727-0.359395i
0.061	0.905089-0.364945i
0.062	0.902417-0.370476i
0.063	0.899712-0.375989i
0.064	0.896973-0.381482i
0.065	0.894201-0.386955i
0.066	0.891395-0.392409i
0.067	0.888556-0.397843i
0.068	0.885685-0.403256i
0.069	0.88278-0.40865i
0.07	0.879843-0.414023i
0.071	0.876874-0.419375i
0.072	0.873872-0.424706i
0.073	0.870838-0.430017i
0.074	0.867771-0.435306i
0.075	0.864673-0.440573i
0.076	0.861543-0.445819i
0.077	0.858382-0.451043i
0.078	0.855189-0.456245i
0.079	0.851964-0.461424i
0.08	0.848709-0.466582i
0.081	0.845422-0.471716i
0.082	0.842105-0.476828i
0.083	0.838757-0.481917i
0.084	0.835378-0.486983i
0.085	0.831969-0.492025i
0.086	0.828529-0.497044i
0.087	0.82506-0.502039i
0.088	0.821561-0.50701i
0.089	0.818031-0.511957i
0.09	0.814473-0.51688i
0.091	0.810885-0.521779i
0.092	0.807267-0.526653i
0.093	0.803621-0.531502i
0.094	0.799945-0.536326i
0.095	0.796241-0.541125i
0.096	0.792508-0.545899i
0.097	0.788747-0.550647i
0.098	0.784958-0.55537i
0.099	0.78114-0.560067i
0.1	0.777295-0.564738i
0.101	0.773422-0.569383i
0.102	0.769521-0.574001i
0.103	0.765593-0.578594i
0.104	0.761638-0.583159i
0.105	0.757656-0.587698i
0.106	0.753647-0.59221i
0.107	0.749611-0.596695i
0.108	0.745549-0.601152i
0.109	0.74146-0.605583i
0.11	0.737346-0.609985i
0.111	0.733205-0.61436i
0.112	0.729039-0.618708i
0.113	0.724847-0.623027i
0.114	0.72063-0.627318i
0.115	0.716388-0.631581i
0.116	0.71212-0.635815i
0.117	0.707828-0.640021i
0.118	0.703511-0.644198i
0.119	0.69917-0.648346i
0.12	0.694805-0.652465i
0.121	0.690415-0.656555i
0.122	0.686002-0.660616i
0.123	0.681565-0.664647i
0.124	0.677104-0.668649i
0.125	0.672621-0.672621i
0.126	0.668114-0.676563i
0.127	0.663584-0.680475i
0.128	0.659032-0.684357i
0.129	0.654457-0.688209i
0.13	0.64986-0.692031i
0.131	0.645241-0.695822i
0.132	0.6406-0.699583i
0.133	0.635938-0.703312i
0.134	0.631253-0.707011i
0.135	0.626548-0.710679i
0.136	0.621822-0.714316i
0.137	0.617074-0.717922i
0.138	0.612306-0.721496i
0.139	0.607518-0.725039i
0.14	0.602709-0.72855i
0.141	0.597881-0.73203i
0.142	0.593032-0.735478i
0.143	0.588164-0.738894i
0.144	0.583276-0.742278i
0.145	0.57837-0.74563i
0.146	0.573444-0.748949i
0.147	0.568499-0.752237i
0.148	0.563536-0.755492i
0.149	0.558555-0.758714i
0.15	0.553555-0.761904i
0.151	0.548538-0.76506i
0.152	0.543503-0.768185i
0.153	0.53845-0.771276i
0.154	0.53338-0.774334i
0.155	0.528293-0.777359i
0.156	0.523189-0.780351i
0.157	0.518068-0.783309i
0.158	0.512931-0.786234i
0.159	0.507778-0.789126i
0.16	0.502608-0.791984i
0.161	0.497423-0.794808i
0.162	0.492222-0.797599i
0.163	0.487007-0.800355i
0.164	0.481775-0.803078i
0.165	0.476529-0.805767i
0.166	0.471269-0.808422i
0.167	0.465994-0.811043i
0.168	0.460704-0.813629i
0.169	0.455401-0.816181i
0.17	0.450083-0.818699i
0.171	0.444753-0.821182i
0.172	0.439408-0.823631i
0.173	0.434051-0.826045i
0.174	0.428681-0.828424i
0.175	0.423298-0.830769i
0.176	0.417903-0.833079i
0.177	0.412495-0.835354i
0.178	0.407075-0.837594i
0.179	0.401644-0.839799i
0.18	0.396201-0.84197i
0.181	0.390746-0.844105i
0.182	0.385281-0.846204i
0.183	0.379805-0.848269i
0.184	0.374317-0.850299i
0.185	0.36882-0.852293i
0.186	0.363312-0.854251i
0.187	0.357795-0.856175i
0.188	0.352267-0.858063i
0.189	0.34673-0.859915i
0.19	0.341184-0.861732i
0.191	0.335628-0.863513i
0.192	0.330064-0.865259i
0.193	0.324491-0.866969i
0.194	0.31891-0.868643i
0.195	0.313321-0.870281i
0.196	0.307723-0.871884i
0.197	0.302118-0.873451i
0.198	0.296505-0.874982i
0.199	0.290886-0.876477i
0.2	0.285259-0.877936i
0.201	0.279625-0.879359i
0.202	0.273985-0.880746i
0.203	0.268338-0.882097i
0.204	0.262685-0.883413i
0.205	0.257027-0.884692i
0.206	0.251362-0.885935i
0.207	0.245693-0.887142i
0.208	0.240018-0.888312i
0.209	0.234338-0.889447i
0.21	0.228653-0.890546i
0.211	0.222964-0.891608i
0.212	0.217271-0.892634i
0.213	0.211573-0.893624i
0.214	0.205872-0.894578i
0.215	0.200167-0.895496i
0.216	0.194459-0.896377i
0.217	0.188747-0.897222i
0.218	0.183033-0.898031i
0.219	0.177316-0.898804i
0.22	0.171596-0.89954i
0.221	0.165875-0.90024i
0.222	0.160151-0.900904i
0.223	0.154426-0.901532i
0.224	0.148699-0.902124i
0.225	0.14297-0.902679i
0.226	0.137241-0.903198i
0.227	0.131511-0.903681i
0.228	0.12578-0.904128i
0.229	0.120049-0.904539i
0.23	0.114317-0.904913i
0.231	0.108586-0.905251i
0.232	0.102855-0.905553i
0.233	0.097124-0.905819i
0.234	0.0913941-0.906049i
0.235	0.0856652-0.906243i
0.236	0.0799374-0.906401i
0.237	0.0742111-0.906522i
0.238	0.0684865-0.906608i
0.239	0.0627636-0.906658i
0.24	0.0570429-0.906671i
0.241	0.0513245-0.906649i
0.242	0.0456087-0.906591i
0.243	0.0398955-0.906497i
0.244	0.0341854-0.906367i
0.245	0.0284785-0.906202i
0.246	0.0227751-0.906i
0.247	0.0170753-0.905763i
0.248	0.0113793-0.90549i
0.249	0.0056875-0.905182i
0.25	5.54053e-17-0.904837i
0.251	-0.00568295-0.904458i
0.252	-0.0113611-0.904042i
0.253	-0.0170343-0.903592i
0.254	-0.0227023-0.903106i
0.255	-0.0283648-0.902584i
0.256	-0.0340217-0.902027i
0.257	-0.0396728-0.901435i
0.258	-0.0453177-0.900807i
0.259	-0.0509563-0.900145i
0.26	-0.0565884-0.899447i
0.261	-0.0622138-0.898714i
0.262	-0.0678321-0.897946i
0.263	-0.0734433-0.897143i
0.264	-0.0790471-0.896306i
0.265	-0.0846433-0.895433i
0.266	-0.0902317-0.894526i
0.267	-0.095812-0.893583i
0.268	-0.101384-0.892607i
0.269	-0.106948-0.891595i
0.27	-0.112503-0.89055i
0.271	-0.118049-0.889469i
0.272	-0.123585-0.888355i
0.273	-0.129113-0.887206i
0.274	-0.134631-0.886022i
0.275	-0.140139-0.884805i
0.276	-0.145638-0.883553i
0.277	-0.151126-0.882268i
0.278	-0.156604-0.880949i
0.279	-0.162071-0.879595i
0.28	-0.167527-0.878208i
0.281	-0.172973-0.876788i
0.282	-0.178407-0.875333i
0.283	-0.18383-0.873845i
0.284	-0.189241-0.872324i
0.285	-0.19464-0.870769i
0.286	-0.200027-0.869182i
0.287	-0.205402-0.867561i
0.288	-0.210765-0.865906i
0.289	-0.216115-0.864219i
0.29	-0.221452-0.862499i
0.291	-0.226776-0.860746i
0.292	-0.232087-0.858961i
0.293	-0.237385-0.857143i
0.294	-0.242668-0.855292i
0.295	-0.247938-0.853409i
0.296	-0.253194-0.851494i
0.297	-0.258436-0.849546i
0.298	-0.263663-0.847567i
0.299	-0.268876-0.845555i
0.3	-0.274073-0.843511i
0.301	-0.279256-0.841436i
0.302	-0.284424-0.839329i
0.303	-0.289576-0.837191i
0.304	-0.294713-0.83502i
0.305	-0.299833-0.832819i
0.306	-0.304938-0.830586i
0.307	-0.310027-0.828323i
0.308	-0.315099-0.826028i
0.309	-0.320155-0.823702i
0.31	-0.325194-0.821346i
0.311	-0.330216-0.818959i
0.312	-0.335221-0.816541i
0.313	-0.340209-0.814093i
0.314	-0.345179-0.811615i
0.315	-0.350131-0.809106i
0.316	-0.355066-0.806568i
0.317	-0.359983-0.803999i
0.318	-0.364882-0.801401i
0.319	-0.369762-0.798773i
0.32	-0.374623-0.796115i
0.321	-0.379466-0.793428i
0.322	-0.38429-0.790712i
0.323	-0.389095-0.787967i
0.324	-0.393881-0.785192i
0.325	-0.398647-0.782389i
0.326	-0.403394-0.779557i
0.327	-0.40812-0.776696i
0.328	-0.412827-0.773807i
0.329	-0.417514-0.770889i
0.33	-0.42218-0.767943i
0.331	-0.426826-0.76497i
0.332	-0.431452-0.761968i
0.333	-0.436056-0.758938i
0.334	-0.44064-0.755881i
0.335	-0.445203-0.752796i
0.336	-0.449744-0.749684i
0.337	-0.454264-0.746545i
0.338	-0.458762-0.743379i
0.339	-0.463238-0.740185i
0.34	-0.467692-0.736965i
0.341	-0.472125-0.733719i
0.342	-0.476535-0.730446i
0.343	-0.480923-0.727146i
0.344	-0.485288-0.72382i
0.345	-0.48963-0.720469i
0.346	-0.49395-0.717091i
0.347	-0.498246-0.713688i
0.348	-0.502519-0.710259i
0.349	-0.506769-0.706805i
0.35	-0.510996-0.703326i
0.351	-0.515199-0.699821i
0.352	-0.519378-0.696292i
0.353	-0.523533-0.692737i
0.354	-0.527664-0.689159i
0.355	-0.531771-0.685555i
0.356	-0.535854-0.681928i
0.357	-0.539912-0.678276i
0.358	-0.543945-0.6746i
0.359	-0.547954-0.670901i
0.36	-0.551938-0.667178i
0.361	-0.555896-0.663431i
0.362	-0.55983-0.659662i
0.363	-0.563738-0.655869i
0.364	-0.567621-0.652053i
0.365	-0.571478-0.648214i
0.366	-0.575309-0.644353i
0.367	-0.579115-0.640469i
0.368	-0.582894-0.636563i
0.369	-0.586648-0.632635i
0.37	-0.590375-0.628685i
0.371	-0.594076-0.624713i
0.372	-0.59775-0.62072i
0.373	-0.601397-0.616705i
0.374	-0.605018-0.612669i
0.375	-0.608612-0.608612i
0.376	-0.61218-0.604535i
0.377	-0.615719-0.600436i
0.378	-0.619232-0.596317i
0.379	-0.622718-0.592178i
0.38	-0.626176-0.588018i
0.381	-0.629606-0.583838i
0.382	-0.633009-0.579639i
0.383	-0.636383-0.57542i
0.384	-0.63973-0.571182i
0.385	-0.643049-0.566924i
0.386	-0.64634-0.562647i
0.387	-0.649603-0.558352i
0.388	-0.652837-0.554038i
0.389	-0.656043-0.549705i
0.39	-0.65922-0.545354i
0.391	-0.662368-0.540985i
0.392	-0.665488-0.536598i
0.393	-0.668579-0.532193i
0.394	-0.671641-0.52777i
0.395	-0.674674-0.523331i
0.396	-0.677677-0.518874i
0.397	-0.680652-0.5144i
0.398	-0.683597-0.509909i
0.399	-0.686513-0.505401i
0.4	-0.689399-0.500878i
0.401	-0.692255-0.496337i
0.402	-0.695082-0.491781i
0.403	-0.697879-0.487209i
0.404	-0.700646-0.482622i
0.405	-0.703383-0.478019i
0.406	-0.70609-0.473401i
0.407	-0.708767-0.468767i
0.408	-0.711414-0.464119i
0.409	-0.714031-0.459456i
0.41	-0.716617-0.454779i
0.411	-0.719172-0.450087i
0.412	-0.721697-0.445381i
0.413	-0.724192-0.440662i
0.414	-0.726655-0.435928i
0.415	-0.729088-0.431182i
0.416	-0.73149-0.426422i
0.417	-0.733862-0.421648i
0.418	-0.736202-0.416862i
0.419	-0.738511-0.412064i
0.42	-0.740789-0.407252i
0.421	-0.743036-0.402429i
0.422	-0.745252-0.397593i
0.423	-0.747436-0.392746i
0.424	-0.749589-0.387886i
0.425	-0.751711-0.383016i
0.426	-0.753801-0.378134i
0.427	-0.75586-0.373241i
0.428	-0.757887-0.368337i
0.429	-0.759882-0.363422i
0.43	-0.761846-0.358497i
0.431	-0.763777-0.353562i
0.432	-0.765677-0.348617i
0.433	-0.767546-0.343661i
0.434	-0.769382-0.338696i
0.435	-0.771186-0.333722i
0.436	-0.772959-0.328739i
0.437	-0.774699-0.323746i
0.438	-0.776407-0.318744i
0.439	-0.778083-0.313734i
0.44	-0.779727-0.308716i
0.441	-0.781339-0.303689i
0.442	-0.782918-0.298654i
0.443	-0.784466-0.293612i
0.444	-0.785981-0.288562i
0.445	-0.787463-0.283504i
0.446	-0.788913-0.278439i
0.447	-0.790331-0.273368i
0.448	-0.791716-0.268289i
0.449	-0.793069-0.263204i
0.45	-0.794389-0.258113i
0.451	-0.795677-0.253015i
0.452	-0.796932-0.247912i
0.453	-0.798155-0.242802i
0.454	-0.799345-0.237687i
0.455	-0.800502-0.232567i
0.456	-0.801627-0.227442i
0.457	-0.802719-0.222312i
0.458	-0.803778-0.217177i
0.459	-0.804805-0.212038i
0.46	-0.805799-0.206894i
0.461	-0.80676-0.201746i
0.462	-0.807689-0.196595i
0.463	-0.808585-0.191439i
0.464	-0.809448-0.186281i
0.465	-0.810278-0.181119i
0.466	-0.811075-0.175954i
0.467	-0.81184-0.170786i
0.468	-0.812572-0.165615i
0.469	-0.813271-0.160442i
0.47	-0.813938-0.155267i
0.471	-0.814571-0.15009i
0.472	-0.815172-0.144911i
0.473	-0.81574-0.13973i
0.474	-0.816275-0.134548i
0.475	-0.816778-0.129365i
0.476	-0.817248-0.124181i
0.477	-0.817685-0.118996i
0.478	-0.818089-0.11381i
0.479	-0.81846-0.108624i
0.48	-0.818799-0.103438i
0.481	-0.819105-0.0982524i
0.482	-0.819378-0.0930667i
0.483	-0.819619-0.0878814i
0.484	-0.819827-0.0826968i
0.485	-0.820002-0.0775131i
0.486	-0.820145-0.0723304i
0.487	-0.820255-0.067149i
0.488	-0.820333-0.0619691i
0.489	-0.820378-0.0567909i
0.49	-0.82039-0.0516146i
0.491	-0.82037-0.0464403i
0.492	-0.820317-0.0412684i
0.493	-0.820232-0.036099i
0.494	-0.820115-0.0309323i
0.495	-0.819965-0.0257684i
0.496	-0.819783-0.0206077i
0.497	-0.819568-0.0154503i
0.498	-0.819321-0.0102964i
0.499	-0.819042-0.00514626i
0.5	-0.818731-1.00266e-16i
0.501	-0.818387+0.00514215i
0.502	-0.818011+0.01028i
0.503	-0.817604+0.0154133i
0.504	-0.817164+0.0205419i
0.505	-0.816692+0.0256656i
0.506	-0.816188+0.0307841i
0.507	-0.815652+0.0358974i
0.508	-0.815084+0.0410051i
0.509	-0.814485+0.0461072i
